id,cat0,cat1,cat2
128,0.000110854686,0.00048036763,0.99940884
129,0.0122102825,0.98548764,0.002302065
130,0.9999994,6.5852696e-08,5.334951e-07
131,0.00014936157,0.9997662,8.4548796e-05
132,2.998407e-09,0.99967813,0.00032184558
133,0.9999957,7.945414e-08,4.1306444e-06
134,1.5213216e-06,0.9999105,8.7995635e-05
135,3.7736736e-05,3.5701243e-05,0.99992657
136,8.463119e-06,0.9894566,0.0105349
137,4.8073716e-08,0.9991978,0.0008022499
138,0.00012761321,0.0002927113,0.9995797
139,0.00037148222,0.0071675484,0.992461
140,0.9999951,1.7516255e-07,4.7410053e-06
141,6.80174e-05,0.99967206,0.00025994336
142,0.9999999,1.0161257e-07,5.6113546e-08
143,0.99999726,2.0274172e-07,2.4911878e-06
144,5.7301804e-07,4.9683813e-06,0.9999945
145,0.9999896,3.0486776e-06,7.2740754e-06
146,0.999995,2.3625267e-07,4.7602375e-06
147,0.9999931,6.3517327e-06,6.3855595e-07
148,0.99999166,2.6192205e-07,8.085249e-06
149,0.0005549522,0.9983778,0.0010672456
150,3.1702991e-06,0.99998224,1.4577507e-05
151,0.0031841858,0.99658585,0.00023004282
152,0.99997914,1.923104e-05,1.7001068e-06
153,1.4873214e-06,1.0414132e-05,0.9999881
154,1.3180241e-08,0.99997854,2.1410146e-05
155,0.015431045,0.98120075,0.0033681907
156,5.0529696e-05,0.00023380187,0.9997156
157,0.9999993,6.7925846e-08,5.4238495e-07
158,0.3900931,0.57475597,0.035150968
159,1.9949861e-07,0.00010351703,0.9998963
160,7.835469e-07,0.9998703,0.00012881181
161,1.3388057e-09,0.9999925,7.5095904e-06
162,0.9999982,1.0665129e-07,1.6990758e-06
163,0.9999988,9.213231e-08,1.0377565e-06
164,0.00012812488,0.00027400407,0.99959785
165,2.7793408e-07,0.00011270875,0.999887
166,0.006081958,0.013221213,0.9806968
167,0.99999964,8.615772e-08,2.2609913e-07
168,5.903341e-07,0.99989104,0.00010839211
169,2.3914225e-05,9.564526e-06,0.9999665
170,0.033258926,0.0859686,0.88077253
171,0.9999931,1.8407688e-06,5.0875497e-06
172,2.7757496e-05,0.000106001135,0.99986625
173,0.00050753023,0.058686703,0.94080573
174,0.99999046,2.5945417e-06,6.9164826e-06
175,0.9999938,2.2626532e-06,3.944372e-06
176,0.999987,2.9020597e-07,1.2753832e-05
177,0.36888745,0.16000417,0.4711084
178,0.9998903,9.088836e-05,1.8723204e-05
179,0.13671924,0.059469864,0.8038109
180,0.36548093,0.59851253,0.036006548
181,1.199293e-05,0.00020184834,0.9997862
182,0.022994976,0.9759635,0.0010415518
183,0.99999297,1.8733286e-07,6.8244362e-06
184,5.5310943e-06,0.99985087,0.0001436414
185,3.4862455e-07,7.785014e-05,0.9999218
186,0.000525913,0.010332064,0.98914206
187,0.000996307,0.068973556,0.93003017
188,0.999974,2.1093441e-05,4.8610036e-06
189,3.2097134e-06,0.9999831,1.3681728e-05
190,1.5269401e-09,0.999984,1.5949667e-05
191,0.0006778339,0.03990597,0.9594163
192,0.00033584874,0.026933178,0.97273093
193,0.0012450946,0.06729889,0.931456
194,0.11229084,0.85727036,0.030438846
195,1.3615314e-09,0.99998856,1.1498128e-05
196,0.99998367,1.4391011e-05,1.8841232e-06
197,0.0014589,0.9984627,7.842869e-05
198,5.5255978e-06,1.5408545e-05,0.999979
199,0.99998724,5.012274e-07,1.2240938e-05
200,6.9683214e-05,0.99965894,0.00027130585
201,0.00018463204,0.00019074246,0.9996246
202,1.051874e-07,0.9995421,0.0004577891
203,0.99999976,1.0549239e-07,8.9581654e-08
204,7.009083e-07,5.8245237e-06,0.99999344
205,1.854927e-09,0.99998343,1.6553495e-05
206,0.0005675625,0.9979475,0.0014848846
207,1.3811389e-06,0.99995065,4.7896498e-05
208,0.9999937,1.6696482e-07,6.163652e-06
209,0.99998784,2.1967599e-06,9.997469e-06
210,6.669602e-05,0.99969566,0.0002376781
211,0.99996114,7.1934835e-07,3.8092614e-05
212,0.999992,1.9704419e-07,7.71904e-06
213,0.9999993,7.134607e-08,6.204962e-07
214,0.19680901,0.7324817,0.0707092
215,1.2530289e-06,9.246709e-06,0.9999895
216,1.8038216e-06,0.999962,3.6208552e-05
217,1.44082505e-05,0.00019227937,0.99979335
218,8.2932064e-07,0.99993694,6.227037e-05
219,0.015815537,0.982926,0.0012584535
220,0.9999993,3.040436e-07,3.05466e-07
221,7.641585e-06,1.1820875e-05,0.99998057
222,0.00019417952,0.0034662243,0.99633956
223,0.00011782869,0.00026817928,0.99961406
224,1.967248e-07,9.930401e-05,0.99990046
225,0.999995,9.1511146e-07,4.091233e-06
226,0.39691252,0.56746334,0.035624165
227,0.99998724,1.5651815e-07,1.2687949e-05
228,0.99995863,7.7504313e-07,4.055434e-05
229,0.99999905,7.653497e-08,8.087239e-07
230,0.9999945,3.052509e-06,2.4163278e-06
231,0.99999917,6.799505e-08,6.7704434e-07
232,0.99999607,1.9852736e-07,3.643534e-06
233,6.468392e-08,0.9994735,0.0005263458
234,0.00061612844,0.05866425,0.94071966
235,1.6020031e-09,0.999984,1.5916206e-05
236,0.9999654,1.3772042e-06,3.31477e-05
237,0.21360491,0.7175962,0.06879898
238,4.7689795e-08,0.99712867,0.0028713248
239,3.011018e-06,0.9875957,0.012401326
240,1.5028032e-05,0.0001858104,0.9997992
241,0.046120986,0.114005886,0.8398732
242,0.06559033,0.012117716,0.922292
243,6.863775e-05,0.99968374,0.0002476077
244,1.5848491e-06,1.0752141e-05,0.9999877
245,0.9999989,8.7587246e-08,9.0510775e-07
246,0.355666,0.6041854,0.040148634
247,1.4753945e-07,0.99951994,0.00047996902
248,0.00037312205,0.0004917474,0.9991352
249,0.99998975,9.0693e-06,1.1747962e-06
250,0.9999845,1.55108e-07,1.536581e-05
251,0.26656625,0.68358076,0.049852956
252,7.027196e-07,2.7953279e-06,0.99999654
253,0.00057331636,0.0026959148,0.9967308
254,0.000104016784,0.00030671814,0.99958926
255,0.020064741,0.9750649,0.004870375
256,1.890972e-05,0.00027854732,0.9997025
257,4.0396927e-08,0.9997093,0.00029070524
258,0.9999995,2.984873e-07,1.6688651e-07
259,9.2167685e-10,0.9998572,0.00014282163
260,4.8253304e-07,3.742215e-06,0.9999958
261,0.99999917,1.4005911e-07,7.017866e-07
262,0.99998987,5.890371e-07,9.552053e-06
263,0.0006865299,0.0372945,0.96201897
264,7.293031e-05,0.00015265556,0.9997744
265,0.9999988,7.7092864e-08,1.0344385e-06
266,4.461503e-07,9.474738e-05,0.99990475
267,8.069913e-05,0.99958616,0.00033318295
268,0.27724805,0.6762495,0.046502482
269,1.8136815e-06,0.99995625,4.201319e-05
270,0.9999411,4.085155e-05,1.801832e-05
271,6.4613887e-06,0.9998053,0.00018831818
272,0.9999882,2.1125516e-06,9.63465e-06
273,0.99999714,1.5259981e-07,2.7801836e-06
274,0.017232627,0.003104233,0.9796632
275,0.9999883,1.5086638e-07,1.16167885e-05
276,0.2933455,0.22343044,0.48322397
277,0.9999987,1.1613618e-07,1.1595905e-06
278,0.9999962,2.1571432e-07,3.613998e-06
279,0.19013123,0.07599637,0.7338724
280,1.661641e-09,0.9997689,0.00023108655
281,0.9999919,1.5616237e-07,8.012047e-06
282,7.2969975e-05,0.99964976,0.00027728087
283,1.589986e-05,1.3052387e-05,0.99997103
284,2.2155838e-05,0.9999424,3.538029e-05
285,0.9999926,1.2801671e-07,7.3082247e-06
286,1.5988618e-06,0.9998603,0.00013809008
287,1.771871e-05,0.0002551279,0.9997272
288,0.001314361,0.9985682,0.00011746611
289,0.00026091916,0.0006304421,0.9991086
290,0.9997992,0.0001753414,2.5528218e-05
291,0.00037609786,0.019163048,0.9804608
292,3.2575813e-09,0.999984,1.5937836e-05
293,0.99997175,2.3850373e-05,4.436896e-06
294,0.9999931,1.3758867e-07,6.825856e-06
295,0.16975707,0.78415287,0.046090063
296,0.012661036,0.984634,0.0027050178
297,0.9999405,5.0119015e-05,9.442083e-06
298,0.00012460232,0.9998053,7.023763e-05
299,0.9999881,6.1153634e-07,1.1280666e-05
300,6.311983e-05,0.99969816,0.00023869931
301,0.9999976,1.5283028e-07,2.3213968e-06
302,2.7641731e-09,0.9999958,4.1725334e-06
303,1.0037154e-06,0.98701197,0.012986975
304,0.054038145,0.0250927,0.9208692
305,0.99999976,1.7599757e-07,6.024905e-08
306,0.99993587,2.0279106e-06,6.215004e-05
307,0.9999876,1.8179907e-07,1.2122862e-05
308,0.3372923,0.085627966,0.5770797
309,0.017719267,0.981518,0.0007627164
310,0.9999968,4.4519908e-08,3.2380028e-06
311,0.0059807836,0.99352694,0.00049233803
312,0.004794753,0.011583169,0.983622
313,0.2784975,0.6637691,0.05773342
314,0.9999993,7.2955295e-08,6.2821647e-07
315,0.0004731576,0.000591971,0.9989349
316,0.0011449824,0.064483844,0.9343712
317,0.032513205,0.17604846,0.7914383
318,0.9999944,1.7641337e-07,5.542931e-06
319,0.99999666,2.0102328e-07,3.0706942e-06
320,0.01528252,0.98353267,0.0011847244
321,0.9999411,8.215968e-07,5.800027e-05
322,0.008535558,0.036543544,0.95492095
323,0.9999945,2.1783939e-07,5.220567e-06
324,0.19064678,0.10583455,0.7035186
325,4.7662087e-07,0.99995506,4.4503173e-05
326,0.99999297,6.356677e-06,6.9925545e-07
327,0.00010651989,0.00020838581,0.99968517
328,0.00010658176,0.00033797417,0.9995554
329,0.07888126,0.04563994,0.87547874
330,0.0037266193,0.9961046,0.00016886281
331,0.0005663907,0.028174525,0.97125906
332,0.11122798,0.064353496,0.82441854
333,1.9576254e-07,0.99983025,0.00016944429
334,1.1950517e-07,0.9999609,3.897371e-05
335,0.00041824146,0.00045096682,0.9991308
336,0.007451176,0.026320327,0.9662284
337,1.743155e-05,0.99957556,0.00040698907
338,0.99870634,0.0012246993,6.8974805e-05
339,8.8948553e-07,8.837739e-05,0.9999107
340,0.33424503,0.21402346,0.45173144
341,0.99997926,7.979446e-06,1.271018e-05
342,6.210561e-07,3.151139e-06,0.9999962
343,3.27379e-06,0.99998295,1.3864247e-05
344,0.3828513,0.58221185,0.03493685
345,0.999998,1.9074501e-07,1.7915239e-06
346,0.9999993,6.81757e-08,5.5866735e-07
347,4.6275437e-07,0.9999654,3.4097593e-05
348,0.012710904,0.0037837494,0.9835053
349,1.33676795e-05,0.00020704813,0.99977964
350,0.9999989,9.13627e-08,1.0114227e-06
351,0.99999404,8.2419206e-08,5.8990045e-06
352,1.2649799e-05,1.60156e-05,0.9999714
353,2.4015126e-06,6.1108265e-05,0.99993646
354,0.00038538352,0.04096926,0.95864534
355,0.9999591,1.109758e-06,3.9841183e-05
356,0.0012667394,0.07287133,0.9258619
357,0.00025242812,0.0004294715,0.9993181
358,0.9999969,1.7623287e-07,3.024859e-06
359,6.284304e-07,4.2968142e-05,0.99995637
360,9.036041e-08,0.99951375,0.00048617565
361,2.321421e-06,0.9999738,2.3958022e-05
362,1.3577982e-08,0.9990681,0.00093191914
363,0.9999895,4.2784004e-07,9.996314e-06
364,6.055762e-07,0.9999465,5.288891e-05
365,0.025759514,0.033118766,0.94112176
366,0.99999976,1.6628191e-07,7.928021e-08
367,0.9999794,1.0125788e-05,1.0477788e-05
368,0.00024970178,0.0020621815,0.9976882
369,6.108754e-08,0.9995845,0.00041533273
370,0.99997175,1.2985526e-05,1.52735e-05
371,1.4855752e-09,0.9998869,0.000113073605
372,2.5447127e-07,0.988514,0.0114857005
